"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-03",,"69","83",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-04",,"69","82","59"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-05",,"64","79",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-06",,"68","81","54"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-07",,"67","80","54"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-08",,"66","81","55"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-09",,"67","81","56"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-10",,"67","81","56"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-11",,"65","80","57"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-12",,"66","80",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-13",,"65","80","55"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-14",,"65","78","53"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-15",,"64","80",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-16",,"67","82","57"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-17",,"69","80","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-18",,"68","81",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-19",,"67","80","57"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-20",,"69","81",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-21",,"71","83",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-22","0.00","67","72",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-23","0.00","71",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-24",,"70","82","60"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-25",,"67",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-26",,"63","78",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-27",,"66","80","53"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-28",,"65",,"53"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-29",,"65","81",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-30",,"64","79",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2005-12-31",,"63",,"51"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-01",,"66","78","51"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-02",,"65","80","54"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-03",,"64","79","54"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-04",,"65","80","54"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-05",,"65","78",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-06",,"62","76",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-07",,"61","75",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-08",,"63","75","54"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-09",,"60","76",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-10",,"60","74","49"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-11",,"60","77","46"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-12",,"61","79","48"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-13",,"64","83","50"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-14",,"65","79",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-15",,"65","81",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-16",,"65","84",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-17",,"68","87","54"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-18",,"73","90","59"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-19",,"72","87","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-20",,"69","83",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-21",,"71",,"58"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-22",,"67",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-23",,"66","81",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-24",,"65","76",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-25",,"62","76",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-26",,"64","77","51"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-27",,"65","79","52"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-28",,"66","81",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-29",,"65","82",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-30",,"67","83","53"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-01-31",,"67","84","56"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-01",,"69","85","56"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-02",,"71","86","59"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-03",,"71","87",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-04",,"70",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-05",,"70","85","58"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-06",,"69","84","59"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-07",,"70","86","58"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-08",,"71","87","58"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-09",,"72","88","59"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-10",,"73","88","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-11",,"72","87","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-12",,"72","87","62"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-13",,"72","90","62"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-14",,"77","93","62"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-15",,"80","96","66"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-16",,"82","95",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-17",,"79","94","69"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-18",,"80","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-19",,"79","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-20",,"79","90",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-21",,"80","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-22",,"81","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-23",,"81","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-24",,"79",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-25",,"80","98",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-26",,"83","99","67"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-27",,"83","99","68"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-02-28",,"81","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-01",,"78","90",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-02",,"77","90",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-03",,"76","89",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-04",,"77",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-05",,"76","89",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-06",,"80","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-07",,"81","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-08",,"81","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-09",,"82","95",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-10",,"83","95","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-11",,"72","78",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-12",,"76","88",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-13",,"77","90",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-14",,"80","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-15",,"81","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-16",,"80",,"71"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-17",,"80","90","72"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-18",,"78","91",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-19",,"76","92","59"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-20",,"80","94","61"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-21",,"82","97","70"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-22",,"86","98","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-23",,"81","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-24",,"83","98","69"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-25",,"87","102","72"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-26",,"90","105","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-27",,"87",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-28",,"85","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-29",,"83","98",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-30",,"84","98","71"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-03-31",,"83","98","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-01",,"84","98","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-02",,"85","97","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-03",,"85","95","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-04",,"86","97","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-05",,"86","99","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-06",,"87","99",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-07",,"86","98","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-08",,"86","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-09","0.00","87","95","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-10",,"86","95","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-11",,"87","99",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-12",,"88",,"82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-13",,"85",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-14",,"86","96","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-15",,"90","100","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-16",,"83","91",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-17",,"83","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-18","0.12","77","85","71"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-19","0.04","81","93","73"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-20","0.00","84","94","72"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-21",,"85","98","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-22",,"85",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-23",,"84","96","71"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-24",,"84",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-25",,"85","95","69"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-26",,"86","99",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-27","0.00","87","97",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-28",,"88",,"78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-29",,"89","99",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-04-30",,"90","101","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-01",,"90",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-02",,"90","99","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-03",,"89","99","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-04",,"90",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-05",,"89",,
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-06",,"89","98","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-07",,"80","88",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-08","0.75","84","93","72"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-09","0.00","82","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-10","1.69","85","97",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-11","0.00","88","97","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-12",,"85","98",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-13",,"80","90","75"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-14",,"85","96","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-15","0.00","84","92","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-16",,"84","95","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-17",,"88","99",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-18",,"90","99","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-19",,"90","100","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-20",,"83","98",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-21",,"87","97","72"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-22",,"89","98","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-23",,"89","98","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-24",,"90","98","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-25",,"90","98","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-26","0.31","83","88","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-27","0.08","86","95","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-28","0.67","85","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-29","0.16","87","94","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-30","0.00","88","97",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-05-31","1.69","88","96","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-01","0.00","86","92",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-02","0.01","88",,"80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-03","0.01","85","92","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-04","0.00","84","94",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-05","0.04","84","91","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-06","0.01","83","91","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-07","1.06","85","91","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-08","0.01","84","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-09","0.87","83","87","76"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-10","0.12","85","90","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-11","0.00","91","100",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-12",,"91","100","85"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-13",,"89","98","85"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-14",,"88","99",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-15","0.04","89","98","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-16","0.12","87","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-17","1.50","87","97","74"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-18","0.00","90","99","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-19",,"90","100",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-20","0.02","86","96","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-21","0.00","82","90",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-22","0.20","84","93","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-23","0.04","83","92",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-24","0.28","85","93","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-25","0.43","86","94","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-26","0.04","88",,"81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-27","0.00","87","97","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-28","0.02","87","96","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-29","0.00","89","98","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-06-30",,"87","96","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-01","0.04","86","95","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-02","0.08","84","91","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-03","0.67","84","91","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-04","0.20","85","91","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-05","0.59","87","93","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-06","0.02","89","95","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-07","0.00","88","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-08","2.52","84","92","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-09","1.22","82","85","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-10","0.35","83","89",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-11","3.19","82","90","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-12","3.98","84","89","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-13","0.04","86","95",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-14","0.20","85","93","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-15","0.02","84","92","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-16","1.61","85","92","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-17","0.08","87","93","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-18","0.00","86","93","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-19","3.39","81","84","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-20","0.63","81",,"78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-21","0.71","82","90","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-22","0.28","83","90","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-23","0.16","85","91","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-24","0.00","87","95","82"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-25","0.02","89","97","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-26","0.00","86","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-27","0.08","87","95","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-28","0.04","83","89",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-29","0.98","80","83","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-30","1.22","82","88","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-07-31","0.04","85","91","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-01","0.00","85","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-02","0.55","83","89","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-03","0.28","83","88","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-04","0.67","80","88",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-05","0.47","80","87","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-06","0.28","83","91","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-07","0.00","88","96","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-08",,"89","96","83"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-09",,"87","96",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-10","0.63","81","86","77"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-11","0.08","86","92","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-12","0.00","85","90","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-13","0.24","84","90","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-14","0.00","82","92",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-15","0.08","82","90","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-16","0.59","82","89","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-17","1.10","80","84","78"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-18","0.28","83","89","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-19","0.03","82","89",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-20","1.69","84","91","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-21","0.08","83","93",
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-22","0.24","83","88","79"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-23","0.39","82","85","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-24","0.03","85","92","80"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-25","0.02","85","92","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-26","0.00","86","92","81"
"IN024141500","CALCUTTA DUM DUM, IN","22.65","88.45","6.0","2006-08-27","2.24","82","88","80"
